id,bc,f1_type,f1_start,f1_stop,f1_init,f1_final
HeatPump-bc03-s1-003,3,1,26,672,0,0.01
HeatPump-bc03-s1-018,3,2,258,672,0,0.44
HeatPump-bc03-s1-077,3,1,138,672,0,0.13
HeatPump-bc03-s1-086,3,2,516,672,0,0.07
HeatPump-bc03-s1-056,3,1,295,672,0,0.22
HeatPump-bc03-s1-004,3,2,316,672,0,0.23
HeatPump-bc03-s1-016,3,1,126,672,0,0.05
HeatPump-bc03-s1-008,3,1,624,672,0,0.18
HeatPump-bc03-s1-030,3,2,271,672,0,0.09
HeatPump-bc03-s1-082,3,2,360,672,0,0.32
HeatPump-bc03-s1-046,3,2,237,672,0,0.09
HeatPump-bc03-s1-089,3,2,490,672,0,0.01
HeatPump-bc03-s1-049,3,1,179,672,0,0.34
HeatPump-bc03-s1-072,3,2,379,672,0,0.01
HeatPump-bc03-s1-094,3,1,137,672,0,0.16
HeatPump-bc03-s1-097,3,1,465,672,0,0.31
HeatPump-bc03-s1-019,3,1,311,672,0,0.22
HeatPump-bc03-s1-057,3,2,538,672,0,0.07
HeatPump-bc03-s1-047,3,1,120,672,0,0.22
HeatPump-bc03-s1-081,3,2,557,672,0,0.37
HeatPump-bc03-s1-095,3,2,645,672,0,0.06
HeatPump-bc03-s1-009,3,1,306,672,0,0.52
HeatPump-bc03-s1-073,3,1,582,672,0,0.32
HeatPump-bc03-s1-017,3,2,185,672,0,0.09
HeatPump-bc04-s0-000,4,0,0,0,0,0.0
HeatPump-bc04-s1-050,4,1,71,672,0,0.48
HeatPump-bc04-s1-040,4,1,515,672,0,0.05
HeatPump-bc04-s1-083,4,1,367,672,0,0.62
HeatPump-bc04-s1-035,4,1,332,672,0,0.17
HeatPump-bc04-s1-031,4,2,206,672,0,0.3
HeatPump-bc04-s1-014,4,2,580,672,0,0.01
HeatPump-bc04-s1-003,4,2,481,672,0,0.15
HeatPump-bc04-s1-023,4,1,396,672,0,0.12
HeatPump-bc04-s1-063,4,2,344,672,0,0.24
HeatPump-bc04-s1-066,4,1,436,672,0,0.02
HeatPump-bc04-s1-049,4,1,193,672,0,0.13
HeatPump-bc04-s1-071,4,1,640,672,0,0.1
HeatPump-bc04-s1-015,4,1,607,672,0,0.4
HeatPump-bc04-s1-033,4,1,27,672,0,0.47
HeatPump-bc04-s1-086,4,1,662,672,0,0.3
HeatPump-bc04-s1-057,4,2,421,672,0,0.12
HeatPump-bc04-s1-027,4,2,566,672,0,0.19
HeatPump-bc04-s1-078,4,2,374,672,0,0.26
HeatPump-bc04-s1-036,4,1,70,672,0,0.13
HeatPump-bc04-s1-062,4,2,485,672,0,0.02
HeatPump-bc04-s1-025,4,1,22,672,0,0.02
HeatPump-bc04-s1-087,4,1,87,672,0,0.26
HeatPump-bc04-s1-017,4,1,414,672,0,0.45
HeatPump-bc04-s1-009,4,2,9,672,0,0.5
