id,bc,f1_type,f1_start,f1_stop,f1_init,f1_final
HeatPump-bc00-s1-089,0,1,62,672,0,0.26
HeatPump-bc00-s1-090,0,2,508,672,0,0.26
HeatPump-bc00-s1-091,0,1,642,672,0,0.19
HeatPump-bc00-s1-092,0,1,373,672,0,0.63
HeatPump-bc00-s1-093,0,1,613,672,0,0.46
HeatPump-bc00-s1-094,0,2,288,672,0,0.02
HeatPump-bc00-s1-095,0,2,367,672,0,0.61
HeatPump-bc00-s1-096,0,2,559,672,0,0.16
HeatPump-bc00-s1-097,0,2,278,672,0,0.0
HeatPump-bc00-s1-098,0,1,534,672,0,0.42
HeatPump-bc00-s1-099,0,2,610,672,0,0.54
HeatPump-bc01-s0-000,1,0,0,0,0,0.0
HeatPump-bc01-s1-000,1,1,238,672,0,0.37
HeatPump-bc01-s1-001,1,2,296,672,0,0.74
HeatPump-bc01-s1-002,1,1,597,672,0,0.16
HeatPump-bc01-s1-003,1,2,425,672,0,0.28
HeatPump-bc01-s1-004,1,1,297,672,0,0.62
HeatPump-bc01-s1-005,1,1,263,672,0,0.39
HeatPump-bc01-s1-006,1,1,607,672,0,0.27
HeatPump-bc01-s1-007,1,1,498,672,0,0.33
HeatPump-bc01-s1-008,1,2,72,672,0,0.09
HeatPump-bc01-s1-009,1,1,139,672,0,0.4
HeatPump-bc01-s1-010,1,1,398,672,0,0.45
HeatPump-bc01-s1-011,1,1,590,672,0,0.39
HeatPump-bc01-s1-012,1,1,288,672,0,0.52
HeatPump-bc01-s1-013,1,2,622,672,0,0.16
HeatPump-bc01-s1-014,1,2,257,672,0,0.11
HeatPump-bc01-s1-015,1,2,502,672,0,0.5
HeatPump-bc01-s1-016,1,2,602,672,0,0.62
HeatPump-bc01-s1-017,1,1,624,672,0,0.38
HeatPump-bc01-s1-018,1,1,650,672,0,0.34
HeatPump-bc01-s1-019,1,2,213,672,0,0.13
HeatPump-bc01-s1-020,1,1,609,672,0,0.28
HeatPump-bc01-s1-021,1,2,110,672,0,0.28
HeatPump-bc01-s1-022,1,1,488,672,0,0.49
HeatPump-bc01-s1-023,1,2,288,672,0,0.55
HeatPump-bc01-s1-024,1,2,13,672,0,0.4
HeatPump-bc01-s1-025,1,1,630,672,0,0.52
HeatPump-bc01-s1-026,1,1,284,672,0,0.42
HeatPump-bc01-s1-027,1,1,252,672,0,0.11
HeatPump-bc01-s1-028,1,2,410,672,0,0.22
HeatPump-bc01-s1-029,1,2,408,672,0,0.42
HeatPump-bc01-s1-030,1,2,535,672,0,0.04
HeatPump-bc01-s1-031,1,2,669,672,0,0.59
HeatPump-bc01-s1-032,1,1,72,672,0,0.47
HeatPump-bc01-s1-033,1,2,256,672,0,0.14
HeatPump-bc01-s1-034,1,2,52,672,0,0.39
HeatPump-bc01-s1-035,1,2,391,672,0,0.01
HeatPump-bc01-s1-036,1,1,113,672,0,0.28
HeatPump-bc01-s1-037,1,2,83,672,0,0.07
HeatPump-bc01-s1-038,1,1,172,672,0,0.08
HeatPump-bc01-s1-039,1,2,544,672,0,0.09
HeatPump-bc01-s1-040,1,1,560,672,0,0.11
HeatPump-bc01-s1-041,1,1,521,672,0,0.17
HeatPump-bc01-s1-042,1,1,262,672,0,0.37
HeatPump-bc01-s1-043,1,1,642,672,0,0.04
HeatPump-bc01-s1-044,1,1,514,672,0,0.45
HeatPump-bc01-s1-045,1,2,320,672,0,0.32
HeatPump-bc01-s1-046,1,1,643,672,0,0.07
HeatPump-bc01-s1-047,1,1,221,672,0,0.02
HeatPump-bc01-s1-048,1,1,227,672,0,0.01
HeatPump-bc01-s1-049,1,2,58,672,0,0.15
HeatPump-bc01-s1-050,1,1,72,672,0,0.15
HeatPump-bc01-s1-051,1,1,33,672,0,0.15
HeatPump-bc01-s1-052,1,1,403,672,0,0.3
HeatPump-bc01-s1-053,1,2,216,672,0,0.13
HeatPump-bc01-s1-054,1,2,527,672,0,0.14
HeatPump-bc01-s1-055,1,1,272,672,0,0.07
HeatPump-bc01-s1-056,1,1,139,672,0,0.6
HeatPump-bc01-s1-057,1,1,648,672,0,0.23
HeatPump-bc01-s1-058,1,1,5,672,0,0.2
HeatPump-bc01-s1-059,1,1,505,672,0,0.38
HeatPump-bc01-s1-060,1,1,583,672,0,0.06
HeatPump-bc01-s1-061,1,1,51,672,0,0.29
HeatPump-bc01-s1-062,1,1,517,672,0,0.22
HeatPump-bc01-s1-063,1,2,363,672,0,0.51
HeatPump-bc01-s1-064,1,2,666,672,0,0.08
HeatPump-bc01-s1-065,1,2,587,672,0,0.08
HeatPump-bc01-s1-066,1,1,571,672,0,0.19
HeatPump-bc01-s1-067,1,1,437,672,0,0.37
HeatPump-bc01-s1-068,1,1,480,672,0,0.39
HeatPump-bc01-s1-069,1,1,467,672,0,0.01
HeatPump-bc01-s1-070,1,1,524,672,0,0.41
HeatPump-bc01-s1-071,1,1,450,672,0,0.1
HeatPump-bc01-s1-072,1,2,197,672,0,0.58
HeatPump-bc01-s1-073,1,2,13,672,0,0.27
HeatPump-bc01-s1-074,1,1,103,672,0,0.18
HeatPump-bc01-s1-075,1,2,34,672,0,0.28
HeatPump-bc01-s1-076,1,2,643,672,0,0.47
HeatPump-bc01-s1-077,1,1,469,672,0,0.03
HeatPump-bc01-s1-078,1,1,602,672,0,0.4
HeatPump-bc01-s1-079,1,2,521,672,0,0.35
HeatPump-bc01-s1-080,1,1,605,672,0,0.27
HeatPump-bc01-s1-081,1,2,279,672,0,0.39
HeatPump-bc01-s1-082,1,1,276,672,0,0.0
HeatPump-bc01-s1-083,1,2,149,672,0,0.3
HeatPump-bc01-s1-084,1,2,71,672,0,0.35
HeatPump-bc01-s1-085,1,1,440,672,0,0.42
HeatPump-bc01-s1-086,1,1,9,672,0,0.42
HeatPump-bc01-s1-087,1,2,143,672,0,0.36
HeatPump-bc01-s1-088,1,1,471,672,0,0.19
HeatPump-bc01-s1-089,1,1,246,672,0,0.44
HeatPump-bc01-s1-090,1,2,131,672,0,0.36
HeatPump-bc01-s1-091,1,1,202,672,0,0.39
HeatPump-bc01-s1-092,1,1,407,672,0,0.59
HeatPump-bc01-s1-093,1,1,604,672,0,0.14
HeatPump-bc01-s1-094,1,1,11,672,0,0.1
HeatPump-bc01-s1-095,1,1,341,672,0,0.35
HeatPump-bc01-s1-096,1,1,524,672,0,0.39
HeatPump-bc01-s1-097,1,1,584,672,0,0.15
HeatPump-bc01-s1-098,1,2,664,672,0,0.08
HeatPump-bc01-s1-099,1,2,210,672,0,0.62
HeatPump-bc02-s0-000,2,0,0,0,0,0.0
HeatPump-bc02-s1-000,2,2,157,672,0,0.12
HeatPump-bc02-s1-001,2,1,572,672,0,0.31
HeatPump-bc02-s1-002,2,2,606,672,0,0.17
HeatPump-bc02-s1-003,2,2,533,672,0,0.17
HeatPump-bc02-s1-004,2,1,374,672,0,0.03
HeatPump-bc02-s1-005,2,1,608,672,0,0.37
HeatPump-bc02-s1-006,2,1,75,672,0,0.24
HeatPump-bc02-s1-007,2,1,496,672,0,0.07
HeatPump-bc02-s1-008,2,1,252,672,0,0.36
HeatPump-bc02-s1-009,2,2,616,672,0,0.26
HeatPump-bc02-s1-010,2,1,50,672,0,0.07
HeatPump-bc02-s1-011,2,2,331,672,0,0.25
HeatPump-bc02-s1-012,2,2,442,672,0,0.03
HeatPump-bc02-s1-013,2,2,565,672,0,0.13
HeatPump-bc02-s1-014,2,1,476,672,0,0.28
HeatPump-bc02-s1-015,2,2,79,672,0,0.17
HeatPump-bc02-s1-016,2,2,256,672,0,0.32
HeatPump-bc02-s1-017,2,1,139,672,0,0.21
HeatPump-bc02-s1-018,2,2,504,672,0,0.48
HeatPump-bc02-s1-019,2,2,20,672,0,0.44
HeatPump-bc02-s1-020,2,1,549,672,0,0.33
HeatPump-bc02-s1-021,2,2,359,672,0,0.41
HeatPump-bc02-s1-022,2,2,9,672,0,0.2
HeatPump-bc02-s1-023,2,1,159,672,0,0.11
HeatPump-bc02-s1-024,2,2,171,672,0,0.31
HeatPump-bc02-s1-025,2,1,91,672,0,0.23
HeatPump-bc02-s1-026,2,1,444,672,0,0.04
HeatPump-bc02-s1-027,2,2,60,672,0,0.48
HeatPump-bc02-s1-028,2,2,257,672,0,0.2
HeatPump-bc02-s1-029,2,2,205,672,0,0.13
HeatPump-bc02-s1-030,2,2,583,672,0,0.23
HeatPump-bc02-s1-031,2,1,367,672,0,0.25
HeatPump-bc02-s1-032,2,1,100,672,0,0.24
HeatPump-bc02-s1-033,2,1,578,672,0,0.06
HeatPump-bc02-s1-034,2,2,418,672,0,0.08
HeatPump-bc02-s1-035,2,1,529,672,0,0.52
HeatPump-bc02-s1-036,2,2,603,672,0,0.06
HeatPump-bc02-s1-037,2,2,223,672,0,0.31
HeatPump-bc02-s1-038,2,1,340,672,0,0.21
HeatPump-bc02-s1-039,2,2,420,672,0,0.63
HeatPump-bc02-s1-040,2,2,524,672,0,0.23
HeatPump-bc02-s1-041,2,1,79,672,0,0.01
HeatPump-bc02-s1-042,2,2,74,672,0,0.52
HeatPump-bc02-s1-043,2,2,210,672,0,0.17
HeatPump-bc02-s1-044,2,1,171,672,0,0.04
HeatPump-bc02-s1-045,2,1,333,672,0,0.42
HeatPump-bc02-s1-046,2,1,192,672,0,0.07
HeatPump-bc02-s1-047,2,1,69,672,0,0.32
HeatPump-bc02-s1-048,2,1,618,672,0,0.33
HeatPump-bc02-s1-049,2,2,512,672,0,0.27
HeatPump-bc02-s1-050,2,1,267,672,0,0.08
HeatPump-bc02-s1-051,2,1,415,672,0,0.01
HeatPump-bc02-s1-052,2,2,164,672,0,0.37
HeatPump-bc02-s1-053,2,1,455,672,0,0.27
HeatPump-bc02-s1-054,2,2,74,672,0,0.09
HeatPump-bc02-s1-055,2,2,536,672,0,0.32
HeatPump-bc02-s1-056,2,1,70,672,0,0.47
HeatPump-bc02-s1-057,2,1,402,672,0,0.07
HeatPump-bc02-s1-058,2,2,552,672,0,0.6
HeatPump-bc02-s1-059,2,1,146,672,0,0.18
HeatPump-bc02-s1-060,2,2,506,672,0,0.03
HeatPump-bc02-s1-061,2,1,344,672,0,0.07
HeatPump-bc02-s1-062,2,1,43,672,0,0.41
HeatPump-bc02-s1-063,2,1,542,672,0,0.39
HeatPump-bc02-s1-064,2,2,303,672,0,0.15
HeatPump-bc02-s1-065,2,1,468,672,0,0.09
HeatPump-bc02-s1-066,2,1,500,672,0,0.78
HeatPump-bc02-s1-067,2,1,148,672,0,0.09
HeatPump-bc02-s1-068,2,1,11,672,0,0.32
HeatPump-bc02-s1-069,2,1,658,672,0,0.11
HeatPump-bc02-s1-070,2,2,568,672,0,0.12
HeatPump-bc02-s1-071,2,2,626,672,0,0.18
HeatPump-bc02-s1-072,2,2,31,672,0,0.13
HeatPump-bc02-s1-073,2,2,448,672,0,0.51
HeatPump-bc02-s1-074,2,1,405,672,0,0.24
HeatPump-bc02-s1-075,2,2,329,672,0,0.21
HeatPump-bc02-s1-076,2,1,435,672,0,0.3
HeatPump-bc02-s1-077,2,1,101,672,0,0.25
HeatPump-bc02-s1-078,2,1,204,672,0,0.16
HeatPump-bc02-s1-079,2,2,121,672,0,0.03
HeatPump-bc02-s1-080,2,1,316,672,0,0.45
HeatPump-bc02-s1-081,2,1,253,672,0,0.2
HeatPump-bc02-s1-082,2,2,638,672,0,0.21
HeatPump-bc02-s1-083,2,1,662,672,0,0.12
HeatPump-bc02-s1-084,2,2,135,672,0,0.39
HeatPump-bc02-s1-085,2,1,389,672,0,0.36
HeatPump-bc02-s1-086,2,2,431,672,0,0.68
HeatPump-bc02-s1-087,2,1,298,672,0,0.43
HeatPump-bc02-s1-088,2,2,230,672,0,0.18
HeatPump-bc02-s1-089,2,2,558,672,0,0.05
HeatPump-bc02-s1-090,2,2,508,672,0,0.11
HeatPump-bc02-s1-091,2,2,96,672,0,0.01
HeatPump-bc02-s1-092,2,2,163,672,0,0.55
HeatPump-bc02-s1-093,2,2,586,672,0,0.09
HeatPump-bc02-s1-094,2,1,671,672,0,0.16
HeatPump-bc02-s1-095,2,1,185,672,0,0.1
HeatPump-bc02-s1-096,2,1,8,672,0,0.25
HeatPump-bc02-s1-097,2,2,81,672,0,0.32
HeatPump-bc02-s1-098,2,1,307,672,0,0.11
HeatPump-bc02-s1-099,2,2,627,672,0,0.08
HeatPump-bc03-s0-000,3,0,0,0,0,0.0
HeatPump-bc03-s1-000,3,2,196,672,0,0.1
HeatPump-bc03-s1-001,3,1,142,672,0,0.58
HeatPump-bc03-s1-002,3,2,553,672,0,0.93
HeatPump-bc03-s1-003,3,1,26,672,0,0.01
HeatPump-bc03-s1-004,3,2,316,672,0,0.23
HeatPump-bc03-s1-005,3,1,372,672,0,0.08
HeatPump-bc03-s1-006,3,1,430,672,0,0.05
HeatPump-bc03-s1-007,3,1,664,672,0,0.08
HeatPump-bc03-s1-008,3,1,624,672,0,0.18
HeatPump-bc03-s1-009,3,1,306,672,0,0.52
HeatPump-bc03-s1-010,3,1,430,672,0,0.36
HeatPump-bc03-s1-011,3,1,626,672,0,0.25
HeatPump-bc03-s1-012,3,2,546,672,0,0.17
HeatPump-bc03-s1-013,3,1,545,672,0,0.12
HeatPump-bc03-s1-014,3,2,379,672,0,0.34
HeatPump-bc03-s1-015,3,2,116,672,0,0.6
HeatPump-bc03-s1-016,3,1,126,672,0,0.05
HeatPump-bc03-s1-017,3,2,185,672,0,0.09
HeatPump-bc03-s1-018,3,2,258,672,0,0.44
HeatPump-bc03-s1-019,3,1,311,672,0,0.22
HeatPump-bc03-s1-020,3,1,12,672,0,0.05
HeatPump-bc03-s1-021,3,1,218,672,0,0.28
HeatPump-bc03-s1-022,3,1,235,672,0,0.53
HeatPump-bc03-s1-023,3,1,450,672,0,0.37
HeatPump-bc03-s1-024,3,2,157,672,0,0.08
HeatPump-bc03-s1-025,3,1,550,672,0,0.5
HeatPump-bc03-s1-026,3,2,511,672,0,0.32
HeatPump-bc03-s1-027,3,2,321,672,0,0.34
HeatPump-bc03-s1-028,3,1,316,672,0,0.07
HeatPump-bc03-s1-029,3,2,274,672,0,0.34
HeatPump-bc03-s1-030,3,2,271,672,0,0.09
HeatPump-bc03-s1-031,3,1,46,672,0,0.18
HeatPump-bc03-s1-032,3,1,640,672,0,0.01
HeatPump-bc03-s1-033,3,1,469,672,0,0.01
HeatPump-bc03-s1-034,3,1,255,672,0,0.56
HeatPump-bc03-s1-035,3,2,405,672,0,0.15
HeatPump-bc03-s1-036,3,2,362,672,0,0.38
HeatPump-bc03-s1-037,3,1,637,672,0,0.58
HeatPump-bc03-s1-038,3,1,448,672,0,0.36
HeatPump-bc03-s1-039,3,2,607,672,0,0.39
HeatPump-bc03-s1-040,3,2,446,672,0,0.31
HeatPump-bc03-s1-041,3,2,591,672,0,0.28
HeatPump-bc03-s1-042,3,2,196,672,0,0.06
HeatPump-bc03-s1-043,3,1,635,672,0,0.21
HeatPump-bc03-s1-044,3,1,80,672,0,0.36
HeatPump-bc03-s1-045,3,2,447,672,0,0.38
HeatPump-bc03-s1-046,3,2,237,672,0,0.09
HeatPump-bc03-s1-047,3,1,120,672,0,0.22
HeatPump-bc03-s1-048,3,2,305,672,0,0.27
HeatPump-bc03-s1-049,3,1,179,672,0,0.34
HeatPump-bc03-s1-050,3,2,333,672,0,0.17
HeatPump-bc03-s1-051,3,2,260,672,0,0.25
HeatPump-bc03-s1-052,3,1,417,672,0,0.08
HeatPump-bc03-s1-053,3,2,670,672,0,0.41
HeatPump-bc03-s1-054,3,2,342,672,0,0.07
HeatPump-bc03-s1-055,3,2,212,672,0,0.08
HeatPump-bc03-s1-056,3,1,295,672,0,0.22
HeatPump-bc03-s1-057,3,2,538,672,0,0.07
HeatPump-bc03-s1-058,3,1,228,672,0,0.03
HeatPump-bc03-s1-059,3,1,532,672,0,0.34
HeatPump-bc03-s1-060,3,1,626,672,0,0.06
HeatPump-bc03-s1-061,3,2,201,672,0,0.18
HeatPump-bc03-s1-062,3,1,278,672,0,0.34
HeatPump-bc03-s1-063,3,1,313,672,0,0.87
HeatPump-bc03-s1-064,3,2,569,672,0,0.37
HeatPump-bc03-s1-065,3,1,316,672,0,0.18
HeatPump-bc03-s1-066,3,1,547,672,0,0.02
HeatPump-bc03-s1-067,3,1,149,672,0,0.87
HeatPump-bc03-s1-068,3,2,106,672,0,0.32
HeatPump-bc03-s1-069,3,2,581,672,0,0.36
HeatPump-bc03-s1-070,3,2,229,672,0,0.82
HeatPump-bc03-s1-071,3,1,441,672,0,0.28
HeatPump-bc03-s1-072,3,2,379,672,0,0.01
HeatPump-bc03-s1-073,3,1,582,672,0,0.32
HeatPump-bc03-s1-074,3,2,216,672,0,0.0
HeatPump-bc03-s1-075,3,1,387,672,0,0.34
HeatPump-bc03-s1-076,3,1,313,672,0,0.46
HeatPump-bc03-s1-077,3,1,138,672,0,0.13
HeatPump-bc03-s1-078,3,2,272,672,0,0.51
HeatPump-bc03-s1-079,3,2,264,672,0,0.2
HeatPump-bc03-s1-080,3,1,109,672,0,0.06
HeatPump-bc03-s1-081,3,2,557,672,0,0.37
HeatPump-bc03-s1-082,3,2,360,672,0,0.32
HeatPump-bc03-s1-083,3,1,110,672,0,0.24
HeatPump-bc03-s1-084,3,1,421,672,0,0.18
HeatPump-bc03-s1-085,3,2,354,672,0,0.04
HeatPump-bc03-s1-086,3,2,516,672,0,0.07
HeatPump-bc03-s1-087,3,2,362,672,0,0.32
HeatPump-bc03-s1-088,3,2,614,672,0,0.16
HeatPump-bc03-s1-089,3,2,490,672,0,0.01
HeatPump-bc03-s1-090,3,1,147,672,0,0.01
HeatPump-bc03-s1-091,3,2,534,672,0,0.23
HeatPump-bc03-s1-092,3,2,122,672,0,0.22
HeatPump-bc03-s1-093,3,1,368,672,0,0.02
HeatPump-bc03-s1-094,3,1,137,672,0,0.16
HeatPump-bc03-s1-095,3,2,645,672,0,0.06
HeatPump-bc03-s1-096,3,1,563,672,0,0.05
HeatPump-bc03-s1-097,3,1,465,672,0,0.31
HeatPump-bc03-s1-098,3,1,513,672,0,0.26
HeatPump-bc03-s1-099,3,1,399,672,0,0.15
HeatPump-bc04-s0-000,4,0,0,0,0,0.0
HeatPump-bc04-s1-000,4,1,267,672,0,0.15
HeatPump-bc04-s1-001,4,2,26,672,0,0.37
HeatPump-bc04-s1-002,4,1,320,672,0,0.03
HeatPump-bc04-s1-003,4,2,481,672,0,0.15
HeatPump-bc04-s1-004,4,1,363,672,0,0.05
HeatPump-bc04-s1-005,4,1,24,672,0,0.05
HeatPump-bc04-s1-006,4,2,600,672,0,0.15
HeatPump-bc04-s1-007,4,2,486,672,0,0.1
HeatPump-bc04-s1-008,4,2,427,672,0,0.17
HeatPump-bc04-s1-009,4,2,9,672,0,0.5
HeatPump-bc04-s1-010,4,2,382,672,0,0.12
HeatPump-bc04-s1-011,4,2,395,672,0,0.41
HeatPump-bc04-s1-012,4,2,502,672,0,0.21
HeatPump-bc04-s1-013,4,2,583,672,0,0.43
HeatPump-bc04-s1-014,4,2,580,672,0,0.01
HeatPump-bc04-s1-015,4,1,607,672,0,0.4
HeatPump-bc04-s1-016,4,1,476,672,0,0.04
HeatPump-bc04-s1-017,4,1,414,672,0,0.45
HeatPump-bc04-s1-018,4,1,320,672,0,0.19
HeatPump-bc04-s1-019,4,2,474,672,0,0.01
HeatPump-bc04-s1-020,4,1,145,672,0,0.01
HeatPump-bc04-s1-021,4,2,482,672,0,0.12
HeatPump-bc04-s1-022,4,2,135,672,0,0.24
HeatPump-bc04-s1-023,4,1,396,672,0,0.12
HeatPump-bc04-s1-024,4,1,284,672,0,0.19
HeatPump-bc04-s1-025,4,1,22,672,0,0.02
HeatPump-bc04-s1-026,4,1,244,672,0,0.04
HeatPump-bc04-s1-027,4,2,566,672,0,0.19
HeatPump-bc04-s1-028,4,2,324,672,0,0.13
HeatPump-bc04-s1-029,4,1,60,672,0,0.92
HeatPump-bc04-s1-030,4,2,194,672,0,0.03
HeatPump-bc04-s1-031,4,2,206,672,0,0.3
HeatPump-bc04-s1-032,4,2,343,672,0,0.38
HeatPump-bc04-s1-033,4,1,27,672,0,0.47
HeatPump-bc04-s1-034,4,1,88,672,0,0.05
HeatPump-bc04-s1-035,4,1,332,672,0,0.17
HeatPump-bc04-s1-036,4,1,70,672,0,0.13
HeatPump-bc04-s1-037,4,1,481,672,0,0.05
HeatPump-bc04-s1-038,4,2,544,672,0,0.59
HeatPump-bc04-s1-039,4,2,316,672,0,0.32
HeatPump-bc04-s1-040,4,1,515,672,0,0.05
HeatPump-bc04-s1-041,4,2,59,672,0,0.36
HeatPump-bc04-s1-042,4,1,647,672,0,0.1
HeatPump-bc04-s1-043,4,2,487,672,0,0.09
HeatPump-bc04-s1-044,4,1,597,672,0,0.66
HeatPump-bc04-s1-045,4,2,155,672,0,0.21
HeatPump-bc04-s1-046,4,1,362,672,0,0.11
HeatPump-bc04-s1-047,4,2,460,672,0,0.42
HeatPump-bc04-s1-048,4,2,2,672,0,0.38
HeatPump-bc04-s1-049,4,1,193,672,0,0.13
HeatPump-bc04-s1-050,4,1,71,672,0,0.48
HeatPump-bc04-s1-051,4,2,276,672,0,0.06
HeatPump-bc04-s1-052,4,2,26,672,0,0.49
HeatPump-bc04-s1-053,4,2,122,672,0,0.57
HeatPump-bc04-s1-054,4,1,144,672,0,0.15
HeatPump-bc04-s1-055,4,2,516,672,0,0.02
HeatPump-bc04-s1-056,4,2,484,672,0,0.04
HeatPump-bc04-s1-057,4,2,421,672,0,0.12
HeatPump-bc04-s1-058,4,1,159,672,0,0.15
HeatPump-bc04-s1-059,4,2,504,672,0,0.01
HeatPump-bc04-s1-060,4,2,416,672,0,0.07
HeatPump-bc04-s1-061,4,1,127,672,0,0.01
HeatPump-bc04-s1-062,4,2,485,672,0,0.02
HeatPump-bc04-s1-063,4,2,344,672,0,0.24
HeatPump-bc04-s1-064,4,1,348,672,0,0.05
HeatPump-bc04-s1-065,4,1,191,672,0,0.45
HeatPump-bc04-s1-066,4,1,436,672,0,0.02
HeatPump-bc04-s1-067,4,2,5,672,0,0.08
HeatPump-bc04-s1-068,4,2,216,672,0,0.28
HeatPump-bc04-s1-069,4,2,227,672,0,0.34
HeatPump-bc04-s1-070,4,2,283,672,0,0.25
HeatPump-bc04-s1-071,4,1,640,672,0,0.1
HeatPump-bc04-s1-072,4,1,419,672,0,0.2
HeatPump-bc04-s1-073,4,2,275,672,0,0.39
HeatPump-bc04-s1-074,4,1,278,672,0,0.18
