id,bc,eta_f_type,eta_f_start,eta_f_stop,eta_f_init,eta_f_final,G_f_type,G_f_start,G_f_stop,G_f_init,G_f_final
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc03-s0-000,3,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
BoilerVarSize3-bc04-s0-000,4,0,0,0,0,0.0,0,0,0,0,0
